,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),NMHC(GT),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),target
4560,113.0,338.0,1212.0,1263.0,-200.0,1167.0,1790.0,230.0,13689.0,188.0,493.0,35.0,33.0
4561,104.0,318.0,1193.0,1227.0,-200.0,1164.0,1800.0,219.0,13787.0,176.0,531.0,36.0,35.0
4562,117.0,302.0,1105.0,1110.0,-200.0,1092.0,1641.0,213.0,13742.0,138.0,548.0,29.0,36.0
4563,94.0,214.0,926.0,955.0,-200.0,997.0,1528.0,212.0,13699.0,94.0,552.0,2.0,29.0
4564,-200.0,-200.0,1231.0,964.0,-200.0,966.0,1560.0,214.0,13813.0,96.0,548.0,19.0,2.0
4565,-200.0,-200.0,995.0,922.0,-200.0,969.0,1488.0,208.0,13925.0,85.0,572.0,15.0,19.0
4566,109.0,363.0,1094.0,1005.0,-200.0,944.0,1633.0,213.0,13974.0,107.0,558.0,11.0,15.0
4567,72.0,178.0,774.0,817.0,-200.0,834.0,1408.0,214.0,13125.0,61.0,521.0,8.0,11.0
4568,40.0,55.0,558.0,667.0,-200.0,796.0,1295.0,206.0,13583.0,32.0,566.0,5.0,8.0
4569,-200.0,-200.0,510.0,585.0,-200.0,777.0,1266.0,200.0,13694.0,20.0,591.0,4.0,5.0
4570,23.0,32.0,471.0,521.0,-200.0,752.0,1247.0,197.0,14017.0,12.0,619.0,3.0,4.0
4571,24.0,35.0,471.0,528.0,-200.0,755.0,1234.0,196.0,13346.0,13.0,591.0,3.0,3.0
4572,41.0,84.0,529.0,598.0,-200.0,800.0,1278.0,198.0,12941.0,22.0,567.0,5.0,3.0
4573,99.0,456.0,1114.0,1136.0,-200.0,1147.0,1708.0,202.0,13043.0,146.0,556.0,24.0,5.0
4574,91.0,342.0,987.0,965.0,-200.0,1036.0,1544.0,197.0,13112.0,97.0,578.0,22.0,24.0
4575,81.0,239.0,851.0,845.0,-200.0,926.0,1398.0,202.0,12442.0,67.0,531.0,14.0,22.0
4576,95.0,337.0,901.0,881.0,-200.0,961.0,1417.0,220.0,12259.0,76.0,470.0,16.0,14.0
4577,113.0,351.0,949.0,926.0,-200.0,951.0,1460.0,235.0,11884.0,86.0,416.0,16.0,16.0
4578,89.0,209.0,855.0,940.0,-200.0,962.0,1441.0,228.0,11417.0,90.0,418.0,16.0,16.0
4579,88.0,257.0,911.0,1004.0,-200.0,1004.0,1490.0,234.0,11500.0,107.0,404.0,21.0,16.0
4580,81.0,169.0,672.0,828.0,-200.0,893.0,1357.0,232.0,12017.0,63.0,428.0,11.0,21.0
4581,82.0,216.0,826.0,956.0,-200.0,990.0,1476.0,236.0,12433.0,94.0,432.0,16.0,11.0
4582,115.0,303.0,988.0,1068.0,-200.0,1071.0,1556.0,239.0,11937.0,125.0,408.0,24.0,16.0
4583,112.0,320.0,1105.0,1155.0,-200.0,1140.0,1660.0,236.0,12300.0,152.0,428.0,29.0,24.0
4584,116.0,310.0,1089.0,1143.0,-200.0,1103.0,1647.0,232.0,12161.0,148.0,433.0,27.0,29.0
4585,129.0,341.0,1077.0,1178.0,-200.0,1082.0,1605.0,228.0,11608.0,159.0,425.0,31.0,27.0
4586,110.0,272.0,923.0,977.0,-200.0,991.0,1448.0,223.0,11209.0,100.0,422.0,22.0,31.0
4587,105.0,229.0,824.0,852.0,-200.0,935.0,1344.0,221.0,11271.0,69.0,430.0,15.0,22.0
4588,90.0,168.0,717.0,790.0,-200.0,908.0,1317.0,222.0,11237.0,55.0,427.0,12.0,15.0
4589,94.0,173.0,734.0,826.0,-200.0,927.0,1331.0,221.0,11265.0,63.0,428.0,13.0,12.0
4590,96.0,186.0,776.0,844.0,-200.0,936.0,1365.0,221.0,11443.0,67.0,435.0,14.0,13.0
4591,70.0,112.0,594.0,694.0,-200.0,847.0,1240.0,215.0,11528.0,37.0,456.0,9.0,14.0
4592,57.0,79.0,518.0,664.0,-200.0,812.0,1215.0,211.0,10980.0,32.0,445.0,7.0,9.0
4593,-200.0,-200.0,496.0,616.0,-200.0,804.0,1189.0,204.0,11178.0,24.0,471.0,6.0,7.0
4594,45.0,62.0,514.0,636.0,-200.0,793.0,1195.0,206.0,10993.0,27.0,459.0,-200.0,6.0
4595,42.0,58.0,468.0,609.0,-200.0,775.0,1190.0,202.0,10899.0,23.0,467.0,5.0,-200.0
4596,71.0,122.0,621.0,690.0,-200.0,835.0,1257.0,201.0,11144.0,36.0,478.0,8.0,5.0
4597,82.0,173.0,757.0,830.0,-200.0,913.0,1371.0,200.0,11724.0,64.0,507.0,12.0,8.0
4598,81.0,176.0,712.0,765.0,-200.0,903.0,1317.0,207.0,11970.0,50.0,497.0,11.0,12.0
4599,89.0,233.0,859.0,895.0,-200.0,982.0,1413.0,243.0,11842.0,79.0,395.0,16.0,11.0
4600,83.0,210.0,728.0,838.0,-200.0,925.0,1324.0,254.0,11119.0,66.0,348.0,14.0,16.0
4601,82.0,178.0,640.0,776.0,-200.0,895.0,1274.0,266.0,10501.0,52.0,307.0,12.0,14.0
4602,78.0,189.0,680.0,838.0,-200.0,930.0,1319.0,277.0,10272.0,66.0,281.0,14.0,12.0
4603,79.0,210.0,704.0,881.0,-200.0,953.0,1339.0,276.0,10406.0,76.0,287.0,16.0,14.0
4604,78.0,162.0,619.0,765.0,-200.0,885.0,1268.0,276.0,10594.0,50.0,292.0,11.0,16.0
4605,73.0,137.0,583.0,779.0,-200.0,903.0,1278.0,281.0,10715.0,53.0,286.0,11.0,11.0
4606,73.0,165.0,594.0,781.0,-200.0,927.0,1267.0,291.0,10648.0,53.0,268.0,13.0,11.0
4607,100.0,204.0,700.0,835.0,-200.0,979.0,1338.0,284.0,10798.0,65.0,283.0,15.0,13.0
4608,122.0,266.0,912.0,947.0,-200.0,1050.0,1447.0,266.0,11020.0,92.0,321.0,2.0,15.0
4609,132.0,299.0,1038.0,1037.0,-200.0,1091.0,1512.0,253.0,11262.0,116.0,353.0,24.0,2.0
4610,116.0,234.0,952.0,946.0,-200.0,1040.0,1424.0,247.0,11397.0,92.0,371.0,2.0,24.0
4611,109.0,181.0,887.0,879.0,-200.0,997.0,1404.0,235.0,11588.0,75.0,406.0,15.0,2.0
4612,109.0,210.0,1004.0,938.0,-200.0,1042.0,1456.0,228.0,11915.0,90.0,434.0,17.0,15.0
4613,116.0,304.0,1221.0,1055.0,-200.0,1191.0,1563.0,222.0,12626.0,121.0,479.0,25.0,17.0
4614,104.0,255.0,1177.0,996.0,-200.0,1149.0,1534.0,213.0,12652.0,105.0,505.0,22.0,25.0
4615,81.0,149.0,957.0,862.0,-200.0,973.0,1436.0,206.0,12742.0,71.0,532.0,14.0,22.0
4616,64.0,112.0,853.0,823.0,-200.0,940.0,1415.0,196.0,12797.0,62.0,566.0,12.0,14.0
4617,-200.0,-200.0,884.0,890.0,-200.0,949.0,1484.0,188.0,12847.0,78.0,598.0,12.0,12.0
4618,54.0,90.0,736.0,699.0,-200.0,830.0,1339.0,188.0,12758.0,38.0,595.0,9.0,12.0
4619,35.0,46.0,590.0,609.0,-200.0,773.0,1256.0,193.0,12603.0,23.0,570.0,5.0,9.0
4620,44.0,76.0,655.0,644.0,-200.0,811.0,1289.0,182.0,12567.0,29.0,608.0,6.0,5.0
4621,62.0,139.0,854.0,754.0,-200.0,901.0,1351.0,168.0,12721.0,48.0,668.0,1.0,6.0
4622,68.0,179.0,953.0,886.0,-200.0,969.0,1451.0,186.0,12757.0,77.0,600.0,13.0,1.0
4623,85.0,224.0,1050.0,933.0,-200.0,1027.0,1465.0,222.0,12678.0,88.0,480.0,17.0,13.0
4624,110.0,272.0,1114.0,1002.0,-200.0,1094.0,1536.0,265.0,12149.0,106.0,357.0,22.0,17.0
4625,115.0,251.0,1049.0,984.0,-200.0,1083.0,1485.0,300.0,11883.0,102.0,285.0,21.0,22.0
4626,129.0,250.0,996.0,1015.0,-200.0,1098.0,1508.0,322.0,11696.0,110.0,247.0,22.0,21.0
4627,106.0,178.0,841.0,1047.0,-200.0,1059.0,1549.0,296.0,11628.0,119.0,286.0,2.0,22.0
4628,87.0,137.0,769.0,1009.0,-200.0,1021.0,1545.0,298.0,11809.0,108.0,285.0,2.0,2.0
4629,70.0,119.0,541.0,768.0,-200.0,925.0,1289.0,311.0,11630.0,51.0,261.0,12.0,2.0
4630,106.0,193.0,742.0,910.0,-200.0,1045.0,1385.0,346.0,12120.0,83.0,224.0,18.0,12.0
4631,151.0,329.0,1196.0,1317.0,-200.0,1303.0,1816.0,332.0,12722.0,207.0,254.0,43.0,18.0
4632,179.0,413.0,1338.0,1204.0,-200.0,1254.0,1655.0,300.0,13074.0,168.0,314.0,38.0,43.0
4633,188.0,489.0,1416.0,1306.0,-200.0,1345.0,1806.0,275.0,13756.0,204.0,381.0,44.0,38.0
4634,187.0,470.0,1341.0,1159.0,-200.0,1273.0,1704.0,262.0,14230.0,153.0,425.0,38.0,44.0
4635,121.0,228.0,1019.0,931.0,-200.0,1096.0,1506.0,247.0,14206.0,88.0,464.0,19.0,38.0
4636,99.0,169.0,935.0,920.0,-200.0,1077.0,1509.0,236.0,14383.0,85.0,500.0,17.0,19.0
4637,100.0,189.0,1081.0,929.0,-200.0,1084.0,1517.0,227.0,14632.0,87.0,536.0,18.0,17.0
4638,79.0,100.0,903.0,800.0,-200.0,980.0,1407.0,227.0,14666.0,57.0,538.0,11.0,18.0
4639,57.0,71.0,731.0,713.0,-200.0,882.0,1343.0,228.0,14577.0,40.0,530.0,8.0,11.0
4640,43.0,52.0,625.0,655.0,-200.0,851.0,1301.0,214.0,14469.0,30.0,576.0,7.0,8.0
4641,-200.0,-200.0,613.0,597.0,-200.0,819.0,1281.0,199.0,14363.0,22.0,623.0,6.0,7.0
4642,50.0,57.0,646.0,601.0,-200.0,804.0,1281.0,195.0,14269.0,22.0,635.0,5.0,6.0
4643,47.0,69.0,671.0,631.0,-200.0,823.0,1304.0,202.0,14243.0,27.0,608.0,5.0,5.0
4644,60.0,126.0,801.0,748.0,-200.0,903.0,1373.0,194.0,14139.0,47.0,635.0,9.0,5.0
4645,91.0,376.0,1353.0,1344.0,-200.0,1310.0,2026.0,187.0,14039.0,217.0,656.0,35.0,9.0
4646,-200.0,-200.0,1682.0,1601.0,-200.0,1436.0,2338.0,201.0,14062.0,322.0,606.0,-200.0,35.0
4647,159.0,737.0,1749.0,1490.0,-200.0,1479.0,2146.0,235.0,14156.0,275.0,497.0,57.0,-200.0
4648,173.0,481.0,1582.0,1243.0,-200.0,1285.0,1815.0,264.0,14237.0,181.0,419.0,35.0,57.0
4649,174.0,425.0,1484.0,1258.0,-200.0,1262.0,1835.0,299.0,14096.0,186.0,340.0,37.0,35.0
4650,165.0,330.0,1321.0,1227.0,-200.0,1225.0,1774.0,315.0,14017.0,176.0,308.0,31.0,37.0
4651,136.0,303.0,1125.0,1188.0,-200.0,1162.0,1681.0,302.0,12744.0,163.0,302.0,3.0,31.0
4652,125.0,283.0,967.0,1044.0,-200.0,1103.0,1523.0,305.0,12612.0,118.0,293.0,26.0,3.0
4653,122.0,264.0,975.0,1045.0,-200.0,1120.0,1563.0,318.0,12673.0,119.0,274.0,24.0,26.0
4654,124.0,280.0,1025.0,1163.0,-200.0,1169.0,1639.0,343.0,12326.0,155.0,232.0,26.0,24.0
4655,184.0,505.0,1469.0,1522.0,-200.0,1386.0,1990.0,341.0,12081.0,288.0,230.0,5.0,26.0
4656,200.0,566.0,1648.0,1577.0,-200.0,1426.0,2080.0,305.0,12585.0,311.0,292.0,56.0,5.0
4657,225.0,681.0,1785.0,1663.0,-200.0,1476.0,2167.0,281.0,12173.0,349.0,324.0,65.0,56.0
4658,168.0,448.0,1371.0,1282.0,-200.0,1167.0,1685.0,265.0,10787.0,195.0,317.0,41.0,65.0
4659,118.0,231.0,1071.0,1039.0,-200.0,1032.0,1455.0,248.0,10377.0,117.0,337.0,21.0,41.0
4660,115.0,230.0,1118.0,972.0,-200.0,1034.0,1437.0,239.0,11123.0,99.0,381.0,2.0,21.0
4661,94.0,146.0,931.0,885.0,-200.0,986.0,1407.0,230.0,11897.0,77.0,430.0,14.0,2.0
4662,62.0,77.0,722.0,732.0,-200.0,908.0,1311.0,235.0,12755.0,44.0,447.0,8.0,14.0
4663,68.0,82.0,773.0,714.0,-200.0,891.0,1295.0,223.0,12643.0,41.0,477.0,8.0,8.0
4664,50.0,55.0,665.0,656.0,-200.0,843.0,1271.0,221.0,13094.0,31.0,498.0,6.0,8.0
4665,-200.0,-200.0,594.0,612.0,-200.0,822.0,1254.0,218.0,13272.0,24.0,514.0,5.0,6.0
4666,36.0,42.0,565.0,589.0,-200.0,814.0,1246.0,208.0,13581.0,21.0,559.0,4.0,5.0
4667,53.0,102.0,688.0,673.0,-200.0,869.0,1307.0,188.0,13582.0,33.0,630.0,6.0,4.0
4668,79.0,231.0,974.0,905.0,-200.0,1013.0,1499.0,183.0,13686.0,81.0,655.0,14.0,6.0
4669,133.0,699.0,1591.0,1584.0,-200.0,1515.0,2288.0,182.0,13679.0,314.0,661.0,56.0,14.0
4670,148.0,738.0,1820.0,1795.0,-200.0,1587.0,2531.0,196.0,13713.0,412.0,607.0,73.0,56.0
4671,161.0,665.0,1807.0,1487.0,-200.0,1490.0,2115.0,226.0,13920.0,273.0,514.0,53.0,73.0
4672,191.0,598.0,1704.0,1408.0,-200.0,1435.0,1991.0,258.0,14512.0,242.0,442.0,44.0,53.0
4673,158.0,340.0,1270.0,1209.0,-200.0,1246.0,1792.0,285.0,14928.0,170.0,390.0,31.0,44.0
4674,157.0,374.0,1265.0,1231.0,-200.0,1266.0,1768.0,301.0,14782.0,177.0,351.0,33.0,31.0
4675,188.0,401.0,1226.0,1277.0,-200.0,1277.0,1846.0,294.0,14718.0,193.0,364.0,38.0,33.0
4676,143.0,275.0,987.0,1073.0,-200.0,1142.0,1635.0,292.0,15116.0,127.0,379.0,23.0,38.0
4677,152.0,278.0,1024.0,1136.0,-200.0,1207.0,1696.0,305.0,15015.0,146.0,349.0,26.0,23.0
4678,168.0,342.0,1127.0,1233.0,-200.0,1252.0,1759.0,315.0,14310.0,178.0,314.0,32.0,26.0
4679,205.0,479.0,1442.0,1468.0,-200.0,1399.0,2072.0,312.0,13987.0,266.0,314.0,5.0,32.0
4680,204.0,553.0,1639.0,1559.0,-200.0,1464.0,2158.0,285.0,14282.0,303.0,372.0,56.0,5.0
4681,210.0,531.0,1624.0,1520.0,-200.0,1422.0,2087.0,267.0,14618.0,287.0,423.0,54.0,56.0
4682,173.0,428.0,1454.0,1297.0,-200.0,1308.0,1899.0,248.0,15092.0,200.0,490.0,44.0,54.0
4683,123.0,229.0,1138.0,1047.0,-200.0,1137.0,1620.0,236.0,15374.0,119.0,536.0,24.0,44.0
4684,92.0,145.0,951.0,903.0,-200.0,1040.0,1494.0,230.0,15480.0,81.0,558.0,15.0,24.0
4685,77.0,112.0,864.0,885.0,-200.0,1018.0,1491.0,221.0,15393.0,77.0,584.0,13.0,15.0
4686,74.0,99.0,868.0,808.0,-200.0,962.0,1430.0,226.0,15233.0,59.0,563.0,11.0,13.0
4687,74.0,98.0,825.0,768.0,-200.0,930.0,1409.0,210.0,15031.0,51.0,613.0,1.0,11.0
4688,47.0,54.0,626.0,613.0,-200.0,812.0,1302.0,230.0,15010.0,24.0,540.0,6.0,1.0
4689,-200.0,-200.0,605.0,612.0,-200.0,826.0,1304.0,198.0,14894.0,24.0,653.0,5.0,6.0
4690,44.0,59.0,822.0,702.0,-200.0,878.0,1373.0,183.0,14794.0,38.0,708.0,6.0,5.0
4691,69.0,162.0,905.0,764.0,-200.0,922.0,1415.0,181.0,14876.0,50.0,725.0,8.0,6.0
4692,79.0,268.0,1075.0,965.0,-200.0,1047.0,1606.0,183.0,14807.0,97.0,710.0,15.0,8.0
4693,108.0,531.0,1541.0,1452.0,-200.0,1376.0,2123.0,185.0,14565.0,259.0,689.0,41.0,15.0
4694,119.0,517.0,1749.0,1648.0,-200.0,1514.0,2400.0,201.0,14610.0,343.0,627.0,55.0,41.0
4695,165.0,701.0,1798.0,1528.0,-200.0,1494.0,2201.0,235.0,14833.0,290.0,520.0,55.0,55.0
4696,172.0,510.0,1584.0,1298.0,-200.0,1316.0,1888.0,268.0,14864.0,200.0,427.0,37.0,55.0
4697,180.0,415.0,1441.0,1247.0,-200.0,1269.0,1813.0,291.0,14543.0,183.0,367.0,33.0,37.0
4698,130.0,243.0,1093.0,1099.0,-200.0,1152.0,1631.0,308.0,14014.0,134.0,320.0,25.0,33.0
4699,120.0,267.0,1019.0,1117.0,-200.0,1138.0,1646.0,279.0,13720.0,140.0,370.0,26.0,25.0
4700,117.0,233.0,944.0,1052.0,-200.0,1132.0,1609.0,285.0,14291.0,121.0,373.0,22.0,26.0
4701,141.0,295.0,1046.0,1159.0,-200.0,1186.0,1701.0,302.0,13865.0,153.0,329.0,26.0,22.0
4702,151.0,309.0,1089.0,1184.0,-200.0,1228.0,1724.0,329.0,13622.0,161.0,277.0,29.0,26.0
4703,218.0,506.0,1537.0,1486.0,-200.0,1424.0,2084.0,322.0,13624.0,273.0,288.0,5.0,29.0
4704,213.0,479.0,1566.0,1458.0,-200.0,1427.0,2049.0,288.0,15203.0,262.0,390.0,51.0,5.0
4705,194.0,460.0,1510.0,1473.0,-200.0,1387.0,2065.0,267.0,14881.0,267.0,433.0,52.0,51.0
4706,167.0,363.0,1300.0,1249.0,-200.0,1284.0,1842.0,246.0,16461.0,183.0,540.0,38.0,52.0
4707,115.0,213.0,1058.0,1045.0,-200.0,1110.0,1638.0,234.0,16992.0,119.0,599.0,22.0,38.0
4708,98.0,183.0,1002.0,1032.0,-200.0,1110.0,1650.0,225.0,16883.0,115.0,626.0,21.0,22.0
4709,93.0,163.0,923.0,964.0,-200.0,1077.0,1571.0,229.0,17127.0,96.0,620.0,18.0,21.0
4710,87.0,152.0,836.0,898.0,-200.0,1037.0,1539.0,222.0,17190.0,80.0,649.0,16.0,18.0
4711,71.0,104.0,779.0,854.0,-200.0,1002.0,1513.0,214.0,17261.0,69.0,685.0,14.0,16.0
4712,49.0,61.0,678.0,694.0,-200.0,865.0,1385.0,222.0,16673.0,37.0,630.0,8.0,14.0
4713,-200.0,-200.0,601.0,615.0,-200.0,824.0,1336.0,224.0,16069.0,24.0,599.0,5.0,8.0
4714,44.0,54.0,593.0,602.0,-200.0,824.0,1337.0,211.0,15817.0,22.0,638.0,-200.0,5.0
4715,58.0,84.0,670.0,620.0,-200.0,847.0,1339.0,229.0,15879.0,25.0,575.0,5.0,-200.0
4716,66.0,132.0,837.0,828.0,-200.0,961.0,1491.0,213.0,15794.0,63.0,632.0,9.0,5.0
4717,112.0,422.0,1400.0,1340.0,-200.0,1336.0,2049.0,213.0,15941.0,216.0,635.0,32.0,9.0
4718,104.0,282.0,1393.0,1264.0,-200.0,1251.0,1897.0,237.0,15765.0,188.0,544.0,28.0,32.0
4719,103.0,293.0,1415.0,1244.0,-200.0,1290.0,1853.0,250.0,15903.0,181.0,508.0,27.0,28.0
4720,118.0,334.0,1285.0,1141.0,-200.0,1215.0,1766.0,263.0,16199.0,148.0,481.0,24.0,27.0
4721,129.0,324.0,1230.0,1177.0,-200.0,1248.0,1784.0,264.0,16006.0,159.0,473.0,27.0,24.0
4722,127.0,294.0,1147.0,1184.0,-200.0,1233.0,1775.0,293.0,15855.0,161.0,395.0,28.0,27.0
4723,130.0,273.0,1107.0,1217.0,-200.0,1229.0,1795.0,290.0,15581.0,172.0,396.0,29.0,28.0
4724,130.0,275.0,1068.0,1175.0,-200.0,1206.0,1746.0,298.0,15642.0,158.0,380.0,26.0,29.0
4725,118.0,282.0,1115.0,1150.0,-200.0,1215.0,1733.0,304.0,15880.0,151.0,372.0,26.0,26.0
4726,146.0,323.0,1362.0,1264.0,-200.0,1330.0,1860.0,315.0,15903.0,189.0,349.0,32.0,26.0
4727,190.0,442.0,1619.0,1434.0,-200.0,1446.0,2075.0,316.0,15925.0,252.0,348.0,46.0,32.0
4728,189.0,431.0,1572.0,1458.0,-200.0,1446.0,2059.0,290.0,15949.0,261.0,405.0,49.0,46.0
4729,173.0,402.0,1446.0,1444.0,-200.0,1421.0,2056.0,272.0,16302.0,256.0,459.0,47.0,49.0
4730,148.0,313.0,1233.0,1206.0,-200.0,1247.0,1785.0,262.0,16256.0,169.0,487.0,33.0,47.0
4731,116.0,228.0,1102.0,1070.0,-200.0,1168.0,1646.0,251.0,15840.0,126.0,505.0,23.0,33.0
4732,109.0,218.0,1028.0,991.0,-200.0,1111.0,1559.0,241.0,14959.0,103.0,507.0,21.0,23.0
4733,94.0,179.0,942.0,934.0,-200.0,1071.0,1504.0,225.0,14486.0,89.0,537.0,17.0,21.0
4734,64.0,97.0,773.0,835.0,-200.0,969.0,1437.0,227.0,14580.0,65.0,537.0,1.0,17.0
4735,59.0,83.0,737.0,780.0,-200.0,942.0,1419.0,215.0,14658.0,53.0,579.0,9.0,1.0
4736,64.0,80.0,815.0,744.0,-200.0,923.0,1394.0,223.0,14828.0,46.0,558.0,7.0,9.0
4737,-200.0,-200.0,627.0,581.0,-200.0,813.0,1320.0,227.0,14673.0,20.0,538.0,4.0,7.0
4738,52.0,66.0,642.0,618.0,-200.0,851.0,1351.0,211.0,14789.0,25.0,599.0,4.0,4.0
4739,55.0,109.0,610.0,639.0,-200.0,868.0,1367.0,204.0,14946.0,28.0,630.0,5.0,4.0
4740,83.0,232.0,929.0,915.0,-200.0,1062.0,1579.0,208.0,15119.0,84.0,622.0,13.0,5.0
4741,114.0,535.0,1427.0,1328.0,-200.0,1418.0,2017.0,213.0,15452.0,211.0,616.0,35.0,13.0
4742,137.0,684.0,1776.0,1641.0,-200.0,1600.0,2430.0,219.0,15600.0,340.0,602.0,55.0,35.0
4743,160.0,803.0,1788.0,1538.0,-200.0,1583.0,2214.0,230.0,15614.0,294.0,564.0,56.0,55.0
4744,138.0,539.0,1521.0,1305.0,-200.0,1338.0,1929.0,251.0,15572.0,203.0,495.0,34.0,56.0
4745,134.0,364.0,1293.0,1252.0,-200.0,1285.0,1866.0,266.0,15229.0,184.0,443.0,32.0,34.0
4746,143.0,422.0,1435.0,1359.0,-200.0,1376.0,1998.0,262.0,15422.0,223.0,460.0,37.0,32.0
4747,153.0,483.0,1592.0,1477.0,-200.0,1467.0,2114.0,254.0,15594.0,269.0,487.0,46.0,37.0
4748,145.0,496.0,1551.0,1403.0,-200.0,1442.0,2026.0,256.0,15580.0,240.0,483.0,42.0,46.0
4749,123.0,403.0,1429.0,1277.0,-200.0,1358.0,1892.0,257.0,15548.0,193.0,478.0,33.0,42.0
4750,96.0,282.0,1195.0,1133.0,-200.0,1222.0,1698.0,249.0,15251.0,145.0,492.0,27.0,33.0
4751,107.0,268.0,981.0,1017.0,-200.0,1134.0,1632.0,183.0,15682.0,111.0,754.0,22.0,27.0
4752,119.0,306.0,962.0,993.0,-200.0,1120.0,1565.0,163.0,13601.0,104.0,739.0,28.0,22.0
4753,109.0,293.0,914.0,997.0,-200.0,1103.0,1552.0,156.0,13345.0,105.0,757.0,29.0,28.0
4754,107.0,240.0,785.0,805.0,-200.0,985.0,1390.0,154.0,13334.0,58.0,766.0,2.0,29.0
4755,57.0,93.0,482.0,596.0,-200.0,795.0,1188.0,140.0,11988.0,22.0,754.0,7.0,2.0
4756,60.0,99.0,446.0,584.0,-200.0,787.0,1129.0,149.0,10213.0,20.0,605.0,6.0,7.0
4757,22.0,55.0,553.0,701.0,-200.0,839.0,1156.0,155.0,8880.0,38.0,509.0,12.0,6.0
4758,2.0,19.0,592.0,705.0,-200.0,835.0,1161.0,156.0,8773.0,39.0,500.0,12.0,12.0
4759,7.0,26.0,584.0,693.0,-200.0,837.0,1178.0,154.0,9326.0,37.0,536.0,11.0,12.0
4760,8.0,26.0,451.0,563.0,-200.0,761.0,1106.0,154.0,9334.0,17.0,539.0,6.0,11.0
4761,-200.0,-200.0,382.0,499.0,-200.0,718.0,1059.0,153.0,9017.0,10.0,524.0,3.0,6.0
4762,27.0,42.0,391.0,495.0,-200.0,724.0,1071.0,153.0,9181.0,10.0,531.0,3.0,3.0
4763,14.0,32.0,398.0,486.0,-200.0,718.0,1072.0,154.0,9295.0,9.0,537.0,3.0,3.0
4764,3.0,25.0,430.0,525.0,-200.0,744.0,1097.0,155.0,9308.0,13.0,533.0,4.0,3.0
4765,9.0,28.0,461.0,591.0,-200.0,782.0,1130.0,154.0,9178.0,21.0,527.0,6.0,4.0
4766,14.0,41.0,500.0,619.0,-200.0,798.0,1138.0,157.0,9056.0,25.0,511.0,7.0,6.0
4767,52.0,130.0,594.0,744.0,-200.0,867.0,1207.0,169.0,9142.0,46.0,477.0,1.0,7.0
4768,64.0,173.0,603.0,729.0,-200.0,862.0,1171.0,182.0,8674.0,43.0,419.0,11.0,1.0
4769,66.0,168.0,686.0,834.0,-200.0,915.0,1243.0,191.0,8104.0,65.0,370.0,15.0,11.0
4770,14.0,51.0,622.0,813.0,-200.0,857.0,1183.0,193.0,7710.0,60.0,348.0,14.0,15.0
4771,9.0,31.0,624.0,812.0,-200.0,837.0,1171.0,198.0,7127.0,60.0,312.0,14.0,14.0
4772,12.0,41.0,565.0,740.0,-200.0,805.0,1117.0,198.0,7104.0,45.0,311.0,1.0,14.0
4773,14.0,41.0,514.0,705.0,-200.0,781.0,1068.0,202.0,6717.0,39.0,286.0,9.0,1.0
4774,21.0,54.0,536.0,743.0,-200.0,815.0,1095.0,221.0,6514.0,46.0,248.0,11.0,9.0
4775,43.0,112.0,669.0,844.0,-200.0,877.0,1193.0,211.0,6853.0,67.0,277.0,13.0,11.0
4776,62.0,178.0,786.0,935.0,-200.0,926.0,1262.0,201.0,7045.0,89.0,303.0,18.0,13.0
4777,68.0,218.0,891.0,971.0,-200.0,987.0,1312.0,195.0,7384.0,98.0,330.0,24.0,18.0
4778,81.0,241.0,926.0,1007.0,-200.0,1004.0,1321.0,193.0,7163.0,108.0,323.0,27.0,24.0
4779,88.0,223.0,902.0,875.0,-200.0,897.0,1227.0,184.0,6975.0,74.0,332.0,17.0,27.0
4780,99.0,279.0,1011.0,989.0,-200.0,1002.0,1358.0,178.0,7366.0,103.0,365.0,22.0,17.0
4781,98.0,330.0,1249.0,1111.0,-200.0,1126.0,1473.0,178.0,8035.0,138.0,399.0,28.0,22.0
4782,97.0,330.0,1133.0,1013.0,-200.0,1067.0,1350.0,170.0,8242.0,109.0,430.0,24.0,28.0
4783,101.0,341.0,1166.0,1040.0,-200.0,1063.0,1413.0,155.0,9136.0,117.0,522.0,25.0,24.0
4784,90.0,205.0,953.0,893.0,-200.0,915.0,1287.0,156.0,9135.0,78.0,519.0,14.0,25.0
4785,-200.0,-200.0,912.0,885.0,-200.0,906.0,1304.0,135.0,9176.0,77.0,594.0,14.0,14.0
4786,61.0,130.0,831.0,786.0,-200.0,844.0,1226.0,134.0,9173.0,55.0,599.0,-200.0,14.0
4787,55.0,102.0,793.0,739.0,-200.0,816.0,1188.0,125.0,9146.0,45.0,632.0,9.0,-200.0
4788,46.0,79.0,700.0,671.0,-200.0,768.0,1153.0,136.0,8941.0,33.0,576.0,6.0,9.0
4789,56.0,148.0,780.0,785.0,-200.0,835.0,1224.0,122.0,8964.0,54.0,632.0,1.0,6.0
4790,83.0,261.0,931.0,908.0,-200.0,944.0,1321.0,146.0,9319.0,82.0,564.0,16.0,1.0
4791,55.0,107.0,575.0,651.0,-200.0,810.0,1117.0,198.0,8831.0,30.0,386.0,9.0,16.0
4792,47.0,103.0,507.0,655.0,-200.0,819.0,1104.0,216.0,8519.0,30.0,334.0,9.0,9.0
