,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),NMHC(GT),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),target
4331,0,0,741,711,0,882,1310,229,12861,40,465,7,6
4332,64,169,1040,888,0,1016,1485,231,13122,77,470,13,7
4333,72,231,1324,1113,0,1228,1719,237,13376,139,462,25,13
4334,73,232,1486,1350,0,1311,1957,258,13688,220,419,34,25
4335,64,145,1079,983,0,1081,1546,273,13669,102,383,21,34
4336,74,170,1081,993,0,1104,1539,310,12885,104,291,22,21
4337,89,214,806,898,0,991,1412,316,11638,80,255,17,22
4338,0,0,825,980,0,1008,1465,325,10173,101,212,21,17
4339,0,0,907,1005,0,986,1439,317,9428,107,205,22,21
4340,0,0,768,893,0,948,1374,315,9768,79,215,14,22
4341,0,0,697,862,0,919,1293,316,9562,71,208,14,14
4342,0,0,728,940,0,958,1380,324,9279,90,194,16,14
4343,0,0,786,1021,0,1037,1451,317,9336,112,203,23,16
4344,0,0,1028,1181,0,1120,1604,311,9337,160,210,33,23
4345,0,0,1317,1294,0,1205,1744,289,9933,199,254,41,33
4346,0,0,1290,1159,0,1172,1653,274,11112,153,308,33,41
4347,0,0,1165,1019,0,1088,1554,263,11453,111,341,22,33
4348,0,0,1086,979,0,1055,1517,254,11288,100,352,0,22
4349,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,0,0,1611,1654,0,1297,1366,227,8987,345,330,0,0
4360,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,0,0,0,0,0,0,0,0,0,0,0,0,0
4362,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,0,0,0,0,0,0,0,0,0,0,0,0,0
4365,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,0,0,0,0,0,0,0,0,0,0,0,0,0
4367,0,0,0,0,0,0,0,0,0,0,0,34,0
4368,188,477,1543,1266,0,1325,1441,324,9484,189,198,4,34
4369,176,502,1678,1406,0,1383,1582,299,9235,241,223,47,4
4370,163,420,1431,1241,0,1254,1463,282,9360,181,248,38,47
4371,155,344,1413,1174,0,1221,1481,268,10019,158,289,28,38
4372,146,307,1419,1138,0,1226,1481,251,10131,146,323,26,28
4373,131,251,1145,999,0,1100,1361,254,9722,106,305,2,26
4374,119,180,960,879,0,999,1261,249,8775,75,283,14,2
4375,98,141,949,873,0,980,1258,232,8558,74,305,12,14
4376,89,105,819,698,0,859,1157,223,8959,38,336,6,12
4377,0,0,745,606,0,814,1131,230,9184,23,330,3,6
4378,68,74,725,605,0,806,1132,214,8982,23,357,2,3
4379,65,91,710,631,0,813,1108,217,8545,27,334,4,2
4380,81,143,806,760,0,889,1213,203,8342,49,355,6,4
4381,136,553,1416,1246,0,1200,1574,197,8501,182,375,3,6
4382,130,542,1521,1335,0,1289,1681,210,8736,214,356,32,3
4383,157,590,1605,1333,0,1355,1691,250,9025,213,289,35,32
4384,171,590,1481,1292,0,1277,1626,310,9708,199,219,31,35
4385,143,387,1188,1142,0,1156,1490,349,10189,148,185,22,31
4386,116,252,940,1071,0,1054,1380,371,9297,126,150,17,22
4387,129,310,986,1083,0,1096,1430,350,9542,130,173,2,17
4388,168,396,1162,1185,0,1160,1522,351,9733,162,175,25,2
4389,152,329,1047,1149,0,1148,1473,354,9385,150,166,24,25
4390,175,393,1180,1186,0,1166,1500,384,9221,162,138,29,24
4391,212,522,1399,1370,0,1315,1689,376,9277,227,145,42,29
4392,220,631,2321,1605,0,1425,1920,352,9242,323,166,54,42
4393,175,435,1894,1360,0,1329,1768,312,11379,223,255,43,54
4394,165,407,1606,1197,0,1299,1688,293,12290,166,307,36,43
4395,136,255,1297,1015,0,1123,1470,283,11392,110,301,2,36
4396,111,180,1182,1024,0,1089,1452,274,11330,113,315,15,2
4397,114,186,1138,950,0,1081,1434,262,11929,93,357,15,15
4398,96,147,972,871,0,1031,1393,252,12049,73,381,12,15
4399,75,101,799,787,0,969,1350,244,11784,55,391,1,12
4400,58,69,630,680,0,881,1251,237,11289,35,391,5,1
4401,0,0,586,638,0,869,1213,242,11491,28,385,5,5
4402,41,49,629,644,0,866,1218,245,11688,29,385,4,5
4403,55,91,709,689,0,895,1250,224,11624,36,435,5,4
4404,73,144,858,786,0,933,1306,223,11631,55,438,7,5
4405,108,430,1300,1163,0,1209,1606,214,11515,155,458,24,7
4406,147,606,1676,1511,0,1417,1975,229,11383,283,413,41,24
4407,150,519,1384,1233,0,1227,1594,266,10378,178,303,3,41
4408,131,353,1125,1076,0,1093,1457,303,9770,128,230,2,3
4409,144,429,1189,1170,0,1135,1523,328,9234,157,189,25,2
4410,151,345,1088,1161,0,1112,1499,343,9416,154,177,24,25
4411,165,417,1118,1168,0,1147,1492,333,9536,156,189,26,24
4412,135,276,924,1070,0,1086,1423,330,9959,126,201,19,26
4413,143,280,935,1056,0,1077,1406,336,10029,122,196,21,19
4414,153,365,1009,1098,0,1110,1450,349,10106,134,184,25,21
4415,149,363,1016,1125,0,1146,1511,334,10270,143,203,27,25
4416,164,393,1188,1194,0,1211,1599,316,10410,165,227,33,27
4417,180,385,1290,1221,0,1218,1599,292,10709,174,269,32,33
4418,159,307,1130,1082,0,1136,1478,277,10991,129,301,26,32
4419,119,194,880,908,0,1017,1354,271,10991,82,310,14,26
4420,127,205,996,946,0,1063,1391,260,11071,92,334,16,14
4421,131,223,1054,951,0,1083,1393,251,11222,93,357,17,16
4422,101,176,1081,994,0,1077,1429,243,11525,104,385,16,17
4423,0,0,828,823,0,968,1343,234,11551,62,407,0,16
4424,0,0,661,720,0,898,1259,232,11561,42,412,0,0
4425,0,0,582,656,0,859,1213,236,11667,31,405,0,0
4426,0,0,544,607,0,849,1190,235,11677,23,409,0,0
4427,0,0,647,658,0,886,1234,205,11557,31,484,0,0
4428,0,0,720,708,0,932,1285,207,11663,40,484,0,0
4429,0,0,1207,1006,0,1144,1535,199,11694,108,508,0,0
4430,0,0,1273,1083,0,1222,1624,213,11825,130,472,0,0
4431,0,0,1303,989,0,1202,1506,240,11993,103,408,0,0
4432,0,0,1479,1190,0,1323,1702,287,11769,163,303,0,0
4433,0,0,1191,1074,0,1219,1532,319,11477,127,247,0,0
4434,0,0,932,965,0,1121,1386,338,11331,97,219,0,0
4435,0,0,826,942,0,1096,1366,327,11044,91,227,0,0
4436,0,0,631,858,0,1019,1270,330,10512,70,213,0,0
4437,0,0,598,857,0,1045,1308,339,10989,70,212,0,0
4438,0,0,796,959,0,1147,1387,359,11845,95,203,0,0
4439,0,0,759,971,0,1145,1418,342,11970,98,226,0,0
4440,0,0,886,1040,0,1202,1506,320,12752,117,273,0,0
4441,0,0,1071,1112,0,1283,1583,293,13105,139,326,0,0
4442,0,0,826,929,0,1148,1443,272,13470,87,380,0,0
4443,0,0,1103,1012,0,1229,1562,261,13705,109,411,0,0
4444,0,0,1221,1060,0,1287,1595,253,14161,123,446,0,0
4445,0,0,1449,1062,0,1285,1583,246,14424,124,472,0,0
4446,0,0,1364,1055,0,1251,1602,241,14412,121,488,0,0
4447,0,0,1111,900,0,1120,1462,236,14470,80,504,0,0
4448,0,0,1129,917,0,1108,1495,220,14585,84,558,0,0
4449,0,0,799,759,0,961,1375,224,14379,49,536,0,0
4450,0,0,771,719,0,950,1372,216,14228,42,558,0,0
4451,0,0,646,608,0,901,1299,218,14184,23,552,0,0
4452,0,0,705,619,0,903,1315,217,14192,25,554,0,0
4453,0,0,908,757,0,1024,1423,206,14350,49,598,0,0
4454,0,0,1047,837,0,1093,1480,221,14495,66,553,0,0
4455,0,0,1015,833,0,1097,1470,248,14883,65,482,0,0
4456,0,0,938,830,0,1126,1528,279,16017,64,434,0,0
4457,0,0,849,794,0,1139,1456,301,16212,56,385,0,0
4458,0,0,844,832,0,1178,1542,282,18253,64,486,0,0
4459,0,0,1036,883,0,1243,1660,248,21766,76,704,0,0
4460,0,0,729,680,0,1017,1421,278,18209,35,494,0,0
4461,0,0,556,672,0,1048,1438,254,19168,33,599,0,0
4462,0,0,846,840,0,1254,1602,261,22310,66,668,0,0
4463,0,0,942,911,0,1287,1664,280,19810,83,532,0,0
4464,0,0,902,900,0,1215,1604,274,18404,80,514,0,0
4465,0,0,1178,1071,0,1363,1763,257,18149,126,558,0,0
4466,0,0,1426,1224,0,1436,1886,246,18363,175,603,0,0
4467,0,0,1394,1143,0,1365,1796,242,18381,148,616,0,0
4468,0,0,1935,1385,0,1506,2260,238,18495,233,635,0,0
4469,0,0,1360,1055,0,1227,1772,230,18020,122,648,0,0
4470,0,0,1061,866,0,1038,1570,230,17589,72,633,0,0
4471,0,0,870,744,0,934,1473,228,17355,46,633,0,0
4472,0,0,799,699,0,900,1452,210,16873,38,686,0,0
4473,0,0,779,692,0,870,1443,204,16734,37,707,0,0
4474,0,0,809,713,0,875,1436,194,16417,40,734,0,0
4475,0,0,914,789,0,940,1473,195,16118,55,720,0,0
4476,0,0,1033,913,0,1053,1578,197,15925,83,703,0,0
4477,0,0,1572,1508,0,1509,2257,204,15770,282,667,0,0
4478,0,0,1704,1599,0,1559,2374,218,15966,321,618,0,0
4479,0,0,1455,1231,0,1313,1889,230,16652,177,602,0,0
4480,138,475,1588,1251,0,1372,1890,254,16963,184,530,31,0
4481,138,395,1482,1190,0,1320,1825,300,17324,163,416,29,31
4482,138,353,1458,1246,0,1346,1907,326,16872,182,348,3,29
4483,137,397,1356,1236,0,1307,1869,322,16145,179,342,3,3
4484,120,274,1100,1069,0,1157,1653,321,15690,126,335,22,3
4485,208,505,1212,1026,0,1154,1623,326,15361,113,318,2,22
4486,128,275,1049,1145,0,1172,1676,352,14111,149,252,23,2
4487,145,360,1149,1254,0,1241,1735,343,13154,185,247,31,23
4488,0,0,1370,1433,0,1379,1982,315,13638,252,299,0,31
4489,168,597,1716,1684,0,1570,2289,290,14452,359,366,62,0
4490,177,728,1600,1471,0,1418,2064,271,14949,267,422,47,62
4491,172,891,1592,1295,0,1317,1883,261,15445,199,464,3,47
4492,112,346,1491,1136,0,1204,1782,251,15480,146,494,21,3
4493,39,98,1084,853,0,1014,1499,260,15375,69,464,1,21
4494,68,144,1007,794,0,956,1456,247,15116,56,492,8,1
4495,51,110,823,708,0,891,1382,248,15092,39,490,7,8
4496,0,0,788,665,0,856,1375,235,15035,32,526,0,7
4497,0,0,791,703,0,863,1403,208,15044,39,621,0,0
4498,0,0,924,745,0,911,1428,199,15078,46,655,0,0
4499,0,0,941,765,0,936,1462,206,15088,50,629,0,0
4500,0,0,1103,964,0,1087,1633,213,14918,96,594,0,0
4501,0,0,1657,1498,0,1540,2301,220,15199,278,583,0,0
4502,0,0,1743,1601,0,1513,2382,232,15559,321,554,0,0
4503,0,0,1601,1322,0,1409,2004,265,17130,209,502,0,0
4504,0,0,1253,1042,0,1219,1750,290,17976,118,455,0,0
4505,0,0,1295,1172,0,1286,1870,301,17602,158,420,0,0
4506,0,0,1192,1174,0,1228,1788,323,17067,158,359,0,0
4507,0,0,1046,1117,0,1140,1690,332,16900,140,338,0,0
4508,0,0,803,906,0,1052,1516,340,17591,82,336,0,0
4509,0,0,1116,1107,0,1282,1791,299,18942,137,456,0,0
4510,0,0,1347,1282,0,1378,2010,277,19670,195,537,0,0
4511,0,0,1530,1471,0,1506,2200,280,19604,267,527,0,0
4512,0,0,1240,1259,0,1310,1926,286,18616,187,482,0,0
4513,0,0,1092,1114,0,1204,1807,248,19067,139,616,0,0
4514,0,0,740,842,0,1071,1575,203,18204,67,772,0,0
4515,0,0,670,719,0,967,1490,197,18674,42,825,0,0
4516,0,0,640,689,0,947,1454,206,18885,36,788,0,0
4517,0,0,918,734,0,1011,1497,192,19195,44,872,0,0
4518,0,0,804,722,0,971,1472,205,19360,42,815,0,0
4519,0,0,694,627,0,886,1405,214,18683,26,740,0,0
4520,0,0,796,657,0,908,1460,205,18678,31,782,0,0
4521,0,0,804,652,0,901,1468,207,18764,30,778,0,0
4522,0,0,829,674,0,915,1481,205,18636,34,780,0,0
4523,0,0,848,712,0,940,1499,206,18272,40,762,0,0
4524,0,0,992,891,0,1048,1654,201,18020,78,774,0,0
4525,0,0,1256,1181,0,1298,1962,209,17870,161,733,0,0
4526,0,0,1598,1493,0,1487,2345,212,18007,276,723,0,0
4527,0,0,1403,1233,0,1327,1968,225,18511,178,689,0,0
4528,0,0,1497,1255,0,1363,1989,237,18682,185,645,0,0
4529,0,0,1500,1340,0,1393,2080,232,19243,216,684,0,0
4530,0,0,1549,1324,0,1361,2044,235,19776,210,692,0,0
4531,0,0,1374,1217,0,1289,1975,241,19371,172,655,0,0
4532,0,0,1270,1184,0,1265,1930,242,19501,161,656,0,0
4533,0,0,1360,1257,0,1339,2031,246,19459,186,639,0,0
4534,0,0,1296,1215,0,1269,1939,263,19018,172,565,0,0
4535,112,341,1319,1220,0,1299,1929,269,18557,173,531,33,0
4536,170,622,1649,1519,0,1546,2265,265,17334,286,508,61,33
4537,173,615,1686,1593,0,1571,2409,251,17511,318,558,67,61
4538,135,443,1380,1299,0,1312,2016,239,17276,201,589,44,67
4539,93,219,1079,946,0,1074,1635,231,17562,92,628,19,44
4540,74,203,1096,989,0,1127,1724,221,17671,103,673,18,19
4541,69,165,1049,923,0,1040,1640,221,17441,86,665,15,18
4542,109,339,1161,925,0,1060,1649,211,17366,86,701,16,15
4543,55,103,865,753,0,911,1496,219,17394,48,671,8,16
4544,49,74,768,623,0,853,1421,217,17262,26,674,5,8
4545,0,0,845,725,0,915,1485,202,17229,43,738,7,5
4546,42,72,843,738,0,897,1471,191,16668,45,760,6,7
4547,50,180,964,840,0,976,1562,194,16802,66,754,9,6
4548,53,239,1065,982,0,1066,1699,197,16829,101,744,14,9
4549,86,664,1467,1387,0,1435,2140,199,17083,234,743,42,14
4550,81,525,1510,1430,0,1420,2194,204,17198,250,728,41,42
4551,96,543,1518,1341,0,1365,2033,216,17254,216,677,36,41
4552,96,390,1276,1083,0,1171,1758,229,16330,130,591,25,36
4553,79,217,873,850,0,982,1505,187,15608,68,731,13,25
4554,95,248,958,979,0,1021,1580,211,14444,100,583,17,13
4555,127,333,1076,1039,0,1044,1609,233,13281,117,471,21,17
4556,102,279,952,972,0,1005,1514,229,13208,98,479,17,21
4557,107,339,977,985,0,1021,1524,233,13010,102,462,19,17
4558,110,315,1059,1048,0,1064,1574,237,13150,120,454,23,19
4559,124,365,1199,1231,0,1167,1745,238,13373,177,461,33,23
4560,113,338,1212,1263,0,1167,1790,230,13689,188,493,35,33
4561,104,318,1193,1227,0,1164,1800,219,13787,176,531,36,35
4562,117,302,1105,1110,0,1092,1641,213,13742,138,548,29,36
4563,94,214,926,955,0,997,1528,212,13699,94,552,2,29
4564,0,0,1231,964,0,966,1560,214,13813,96,548,19,2
4565,0,0,995,922,0,969,1488,208,13925,85,572,15,19
4566,109,363,1094,1005,0,944,1633,213,13974,107,558,11,15
4567,72,178,774,817,0,834,1408,214,13125,61,521,8,11
4568,40,55,558,667,0,796,1295,206,13583,32,566,5,8
4569,0,0,510,585,0,777,1266,200,13694,20,591,4,5
4570,23,32,471,521,0,752,1247,197,14017,12,619,3,4
4571,24,35,471,528,0,755,1234,196,13346,13,591,3,3
4572,41,84,529,598,0,800,1278,198,12941,22,567,5,3
4573,99,456,1114,1136,0,1147,1708,202,13043,146,556,24,5
4574,91,342,987,965,0,1036,1544,197,13112,97,578,22,24
4575,81,239,851,845,0,926,1398,202,12442,67,531,14,22
4576,95,337,901,881,0,961,1417,220,12259,76,470,16,14
4577,113,351,949,926,0,951,1460,235,11884,86,416,16,16
4578,89,209,855,940,0,962,1441,228,11417,90,418,16,16
4579,88,257,911,1004,0,1004,1490,234,11500,107,404,21,16
4580,81,169,672,828,0,893,1357,232,12017,63,428,11,21
4581,82,216,826,956,0,990,1476,236,12433,94,432,16,11
4582,115,303,988,1068,0,1071,1556,239,11937,125,408,24,16
4583,112,320,1105,1155,0,1140,1660,236,12300,152,428,29,24
4584,116,310,1089,1143,0,1103,1647,232,12161,148,433,27,29
4585,129,341,1077,1178,0,1082,1605,228,11608,159,425,31,27
4586,110,272,923,977,0,991,1448,223,11209,100,422,22,31
4587,105,229,824,852,0,935,1344,221,11271,69,430,15,22
4588,90,168,717,790,0,908,1317,222,11237,55,427,12,15
4589,94,173,734,826,0,927,1331,221,11265,63,428,13,12
4590,96,186,776,844,0,936,1365,221,11443,67,435,14,13
4591,70,112,594,694,0,847,1240,215,11528,37,456,9,14
4592,57,79,518,664,0,812,1215,211,10980,32,445,7,9
4593,0,0,496,616,0,804,1189,204,11178,24,471,6,7
4594,45,62,514,636,0,793,1195,206,10993,27,459,0,6
4595,42,58,468,609,0,775,1190,202,10899,23,467,5,0
4596,71,122,621,690,0,835,1257,201,11144,36,478,8,5
4597,82,173,757,830,0,913,1371,200,11724,64,507,12,8
4598,81,176,712,765,0,903,1317,207,11970,50,497,11,12
4599,89,233,859,895,0,982,1413,243,11842,79,395,16,11
4600,83,210,728,838,0,925,1324,254,11119,66,348,14,16
4601,82,178,640,776,0,895,1274,266,10501,52,307,12,14
4602,78,189,680,838,0,930,1319,277,10272,66,281,14,12
4603,79,210,704,881,0,953,1339,276,10406,76,287,16,14
4604,78,162,619,765,0,885,1268,276,10594,50,292,11,16
4605,73,137,583,779,0,903,1278,281,10715,53,286,11,11
4606,73,165,594,781,0,927,1267,291,10648,53,268,13,11
4607,100,204,700,835,0,979,1338,284,10798,65,283,15,13
4608,122,266,912,947,0,1050,1447,266,11020,92,321,2,15
4609,132,299,1038,1037,0,1091,1512,253,11262,116,353,24,2
4610,116,234,952,946,0,1040,1424,247,11397,92,371,2,24
4611,109,181,887,879,0,997,1404,235,11588,75,406,15,2
4612,109,210,1004,938,0,1042,1456,228,11915,90,434,17,15
4613,116,304,1221,1055,0,1191,1563,222,12626,121,479,25,17
4614,104,255,1177,996,0,1149,1534,213,12652,105,505,22,25
4615,81,149,957,862,0,973,1436,206,12742,71,532,14,22
4616,64,112,853,823,0,940,1415,196,12797,62,566,12,14
4617,0,0,884,890,0,949,1484,188,12847,78,598,12,12
4618,54,90,736,699,0,830,1339,188,12758,38,595,9,12
4619,35,46,590,609,0,773,1256,193,12603,23,570,5,9
4620,44,76,655,644,0,811,1289,182,12567,29,608,6,5
4621,62,139,854,754,0,901,1351,168,12721,48,668,1,6
4622,68,179,953,886,0,969,1451,186,12757,77,600,13,1
4623,85,224,1050,933,0,1027,1465,222,12678,88,480,17,13
4624,110,272,1114,1002,0,1094,1536,265,12149,106,357,22,17
4625,115,251,1049,984,0,1083,1485,300,11883,102,285,21,22
4626,129,250,996,1015,0,1098,1508,322,11696,110,247,22,21
4627,106,178,841,1047,0,1059,1549,296,11628,119,286,2,22
4628,87,137,769,1009,0,1021,1545,298,11809,108,285,2,2
4629,70,119,541,768,0,925,1289,311,11630,51,261,12,2
4630,106,193,742,910,0,1045,1385,346,12120,83,224,18,12
4631,151,329,1196,1317,0,1303,1816,332,12722,207,254,43,18
4632,179,413,1338,1204,0,1254,1655,300,13074,168,314,38,43
4633,188,489,1416,1306,0,1345,1806,275,13756,204,381,44,38
4634,187,470,1341,1159,0,1273,1704,262,14230,153,425,38,44
4635,121,228,1019,931,0,1096,1506,247,14206,88,464,19,38
4636,99,169,935,920,0,1077,1509,236,14383,85,500,17,19
4637,100,189,1081,929,0,1084,1517,227,14632,87,536,18,17
4638,79,100,903,800,0,980,1407,227,14666,57,538,11,18
4639,57,71,731,713,0,882,1343,228,14577,40,530,8,11
4640,43,52,625,655,0,851,1301,214,14469,30,576,7,8
4641,0,0,613,597,0,819,1281,199,14363,22,623,6,7
4642,50,57,646,601,0,804,1281,195,14269,22,635,5,6
4643,47,69,671,631,0,823,1304,202,14243,27,608,5,5
4644,60,126,801,748,0,903,1373,194,14139,47,635,9,5
4645,91,376,1353,1344,0,1310,2026,187,14039,217,656,35,9
4646,0,0,1682,1601,0,1436,2338,201,14062,322,606,0,35
4647,159,737,1749,1490,0,1479,2146,235,14156,275,497,57,0
4648,173,481,1582,1243,0,1285,1815,264,14237,181,419,35,57
4649,174,425,1484,1258,0,1262,1835,299,14096,186,340,37,35
4650,165,330,1321,1227,0,1225,1774,315,14017,176,308,31,37
4651,136,303,1125,1188,0,1162,1681,302,12744,163,302,3,31
4652,125,283,967,1044,0,1103,1523,305,12612,118,293,26,3
4653,122,264,975,1045,0,1120,1563,318,12673,119,274,24,26
4654,124,280,1025,1163,0,1169,1639,343,12326,155,232,26,24
4655,184,505,1469,1522,0,1386,1990,341,12081,288,230,5,26
4656,200,566,1648,1577,0,1426,2080,305,12585,311,292,56,5
4657,225,681,1785,1663,0,1476,2167,281,12173,349,324,65,56
4658,168,448,1371,1282,0,1167,1685,265,10787,195,317,41,65
4659,118,231,1071,1039,0,1032,1455,248,10377,117,337,21,41
4660,115,230,1118,972,0,1034,1437,239,11123,99,381,2,21
4661,94,146,931,885,0,986,1407,230,11897,77,430,14,2
4662,62,77,722,732,0,908,1311,235,12755,44,447,8,14
4663,68,82,773,714,0,891,1295,223,12643,41,477,8,8
4664,50,55,665,656,0,843,1271,221,13094,31,498,6,8
4665,0,0,594,612,0,822,1254,218,13272,24,514,5,6
4666,36,42,565,589,0,814,1246,208,13581,21,559,4,5
4667,53,102,688,673,0,869,1307,188,13582,33,630,6,4
4668,79,231,974,905,0,1013,1499,183,13686,81,655,14,6
4669,133,699,1591,1584,0,1515,2288,182,13679,314,661,56,14
4670,148,738,1820,1795,0,1587,2531,196,13713,412,607,73,56
4671,161,665,1807,1487,0,1490,2115,226,13920,273,514,53,73
4672,191,598,1704,1408,0,1435,1991,258,14512,242,442,44,53
4673,158,340,1270,1209,0,1246,1792,285,14928,170,390,31,44
4674,157,374,1265,1231,0,1266,1768,301,14782,177,351,33,31
4675,188,401,1226,1277,0,1277,1846,294,14718,193,364,38,33
4676,143,275,987,1073,0,1142,1635,292,15116,127,379,23,38
4677,152,278,1024,1136,0,1207,1696,305,15015,146,349,26,23
4678,168,342,1127,1233,0,1252,1759,315,14310,178,314,32,26
4679,205,479,1442,1468,0,1399,2072,312,13987,266,314,5,32
4680,204,553,1639,1559,0,1464,2158,285,14282,303,372,56,5
4681,210,531,1624,1520,0,1422,2087,267,14618,287,423,54,56
4682,173,428,1454,1297,0,1308,1899,248,15092,200,490,44,54
4683,123,229,1138,1047,0,1137,1620,236,15374,119,536,24,44
4684,92,145,951,903,0,1040,1494,230,15480,81,558,15,24
4685,77,112,864,885,0,1018,1491,221,15393,77,584,13,15
4686,74,99,868,808,0,962,1430,226,15233,59,563,11,13
4687,74,98,825,768,0,930,1409,210,15031,51,613,1,11
4688,47,54,626,613,0,812,1302,230,15010,24,540,6,1
4689,0,0,605,612,0,826,1304,198,14894,24,653,5,6
4690,44,59,822,702,0,878,1373,183,14794,38,708,6,5
4691,69,162,905,764,0,922,1415,181,14876,50,725,8,6
4692,79,268,1075,965,0,1047,1606,183,14807,97,710,15,8
4693,108,531,1541,1452,0,1376,2123,185,14565,259,689,41,15
4694,119,517,1749,1648,0,1514,2400,201,14610,343,627,55,41
4695,165,701,1798,1528,0,1494,2201,235,14833,290,520,55,55
4696,172,510,1584,1298,0,1316,1888,268,14864,200,427,37,55
4697,180,415,1441,1247,0,1269,1813,291,14543,183,367,33,37
4698,130,243,1093,1099,0,1152,1631,308,14014,134,320,25,33
4699,120,267,1019,1117,0,1138,1646,279,13720,140,370,26,25
4700,117,233,944,1052,0,1132,1609,285,14291,121,373,22,26
4701,141,295,1046,1159,0,1186,1701,302,13865,153,329,26,22
4702,151,309,1089,1184,0,1228,1724,329,13622,161,277,29,26
4703,218,506,1537,1486,0,1424,2084,322,13624,273,288,5,29
4704,213,479,1566,1458,0,1427,2049,288,15203,262,390,51,5
4705,194,460,1510,1473,0,1387,2065,267,14881,267,433,52,51
4706,167,363,1300,1249,0,1284,1842,246,16461,183,540,38,52
4707,115,213,1058,1045,0,1110,1638,234,16992,119,599,22,38
4708,98,183,1002,1032,0,1110,1650,225,16883,115,626,21,22
4709,93,163,923,964,0,1077,1571,229,17127,96,620,18,21
4710,87,152,836,898,0,1037,1539,222,17190,80,649,16,18
4711,71,104,779,854,0,1002,1513,214,17261,69,685,14,16
4712,49,61,678,694,0,865,1385,222,16673,37,630,8,14
4713,0,0,601,615,0,824,1336,224,16069,24,599,5,8
4714,44,54,593,602,0,824,1337,211,15817,22,638,0,5
4715,58,84,670,620,0,847,1339,229,15879,25,575,5,0
4716,66,132,837,828,0,961,1491,213,15794,63,632,9,5
4717,112,422,1400,1340,0,1336,2049,213,15941,216,635,32,9
4718,104,282,1393,1264,0,1251,1897,237,15765,188,544,28,32
4719,103,293,1415,1244,0,1290,1853,250,15903,181,508,27,28
4720,118,334,1285,1141,0,1215,1766,263,16199,148,481,24,27
4721,129,324,1230,1177,0,1248,1784,264,16006,159,473,27,24
4722,127,294,1147,1184,0,1233,1775,293,15855,161,395,28,27
4723,130,273,1107,1217,0,1229,1795,290,15581,172,396,29,28
4724,130,275,1068,1175,0,1206,1746,298,15642,158,380,26,29
4725,118,282,1115,1150,0,1215,1733,304,15880,151,372,26,26
4726,146,323,1362,1264,0,1330,1860,315,15903,189,349,32,26
4727,190,442,1619,1434,0,1446,2075,316,15925,252,348,46,32
4728,189,431,1572,1458,0,1446,2059,290,15949,261,405,49,46
4729,173,402,1446,1444,0,1421,2056,272,16302,256,459,47,49
4730,148,313,1233,1206,0,1247,1785,262,16256,169,487,33,47
4731,116,228,1102,1070,0,1168,1646,251,15840,126,505,23,33
4732,109,218,1028,991,0,1111,1559,241,14959,103,507,21,23
4733,94,179,942,934,0,1071,1504,225,14486,89,537,17,21
4734,64,97,773,835,0,969,1437,227,14580,65,537,1,17
4735,59,83,737,780,0,942,1419,215,14658,53,579,9,1
4736,64,80,815,744,0,923,1394,223,14828,46,558,7,9
4737,0,0,627,581,0,813,1320,227,14673,20,538,4,7
4738,52,66,642,618,0,851,1351,211,14789,25,599,4,4
4739,55,109,610,639,0,868,1367,204,14946,28,630,5,4
4740,83,232,929,915,0,1062,1579,208,15119,84,622,13,5
4741,114,535,1427,1328,0,1418,2017,213,15452,211,616,35,13
4742,137,684,1776,1641,0,1600,2430,219,15600,340,602,55,35
4743,160,803,1788,1538,0,1583,2214,230,15614,294,564,56,55
4744,138,539,1521,1305,0,1338,1929,251,15572,203,495,34,56
4745,134,364,1293,1252,0,1285,1866,266,15229,184,443,32,34
4746,143,422,1435,1359,0,1376,1998,262,15422,223,460,37,32
4747,153,483,1592,1477,0,1467,2114,254,15594,269,487,46,37
4748,145,496,1551,1403,0,1442,2026,256,15580,240,483,42,46
4749,123,403,1429,1277,0,1358,1892,257,15548,193,478,33,42
4750,96,282,1195,1133,0,1222,1698,249,15251,145,492,27,33
4751,107,268,981,1017,0,1134,1632,183,15682,111,754,22,27
4752,119,306,962,993,0,1120,1565,163,13601,104,739,28,22
4753,109,293,914,997,0,1103,1552,156,13345,105,757,29,28
4754,107,240,785,805,0,985,1390,154,13334,58,766,2,29
4755,57,93,482,596,0,795,1188,140,11988,22,754,7,2
4756,60,99,446,584,0,787,1129,149,10213,20,605,6,7
4757,22,55,553,701,0,839,1156,155,8880,38,509,12,6
